Incident Id,Date of Arrest,Time of Arrest,Primary Charge,Arrestee's Age,Arrestee's Race,Arrestee's Gender,Type of Arrest,Drugs or Alcohol Present,Weapon Present
35104,2016-02-03,13:08,FAIL TO APPEAR,22.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35106,2016-02-03,14:41,OTHER,40.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35108,2016-02-03,20:35,OTHER,71.0,B,M,SUMMONED/CITED,Y,UNARMED
35110,2016-02-04,19:46,OTHER,32.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35113,2016-02-04,21:18,DWI,37.0,W,M,ON VIEW,Y,UNARMED
35118,2016-02-05,21:27,OTHER,25.0,W,M,ON VIEW,N,UNARMED
35116,2016-02-05,21:45,OTHER,58.0,W,F,ON VIEW,U,UNARMED
35136,2016-02-09,19:58,OTHER,32.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35137,2016-02-09,22:44,OTHER,33.0,W,M,ON VIEW,Y,UNARMED
35139,2016-02-10,3:39,DWI,27.0,W,M,ON VIEW,Y,UNARMED
35140,2016-02-10,23:54,LARCENY,50.0,B,M,ON VIEW,U,UNARMED
35141,2016-02-11,17:39,FAIL TO APPEAR,53.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35144,2016-02-11,20:05,ASSAULT,33.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35142,2016-02-11,23:20,OTHER,57.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35151,2016-02-12,23:26,DWI,20.0,W,M,ON VIEW,Y,UNARMED
35154,2016-02-13,19:00,TRESPASSING,60.0,W,M,SUMMONED/CITED,Y,UNARMED
35160,2016-02-16,22:47,ALCOHOL,45.0,B,M,SUMMONED/CITED,Y,UNARMED
35161,2016-02-17,1:46,FAIL TO APPEAR,42.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35177,2016-02-18,2:47,DRUGS,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35169,2016-02-18,14:35,FAIL TO APPEAR,49.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35172,2016-02-18,21:00,OTHER,34.0,B,F,SUMMONED/CITED,N,UNARMED
35174,2016-02-18,22:30,FAIL TO APPEAR,30.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35180,2016-02-19,8:17,ALCOHOL,56.0,W,M,SUMMONED/CITED,Y,UNARMED
35181,2016-02-19,17:09,ALCOHOL,57.0,B,M,SUMMONED/CITED,Y,UNARMED
35193,2016-02-20,20:37,OTHER,45.0,B,M,ON VIEW,Y,UNARMED
35192,2016-02-20,22:35,ALCOHOL,36.0,W,M,SUMMONED/CITED,N,UNARMED
35199,2016-02-21,2:35,ASSAULT,32.0,B,M,ON VIEW,Y,UNARMED
35205,2016-02-22,21:31,OTHER,50.0,B,F,SUMMONED/CITED,N,UNARMED
35212,2016-02-24,0:13,DWI,58.0,W,F,SUMMONED/CITED,Y,UNARMED
35217,2016-02-25,1:49,DWI,26.0,B,M,ON VIEW,Y,UNARMED
35219,2016-02-25,16:30,LARCENY,44.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35220,2016-02-26,0:04,OTHER,23.0,B,M,ON VIEW,Y,UNARMED
35234,2016-02-27,10:22,OTHER,26.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35242,2016-02-28,14:40,TRESPASSING,60.0,W,M,SUMMONED/CITED,U,UNARMED
35245,2016-02-28,21:50,OTHER,23.0,B,M,ON VIEW,N,UNARMED
35248,2016-02-29,19:10,ALCOHOL,60.0,W,M,ON VIEW,Y,UNARMED
35249,2016-02-29,22:57,FAIL TO APPEAR,45.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35332,2016-03-05,15:00,LARCENY,24.0,W,M,SUMMONED/CITED,N,UNARMED
35277,2016-03-06,14:58,OTHER,55.0,W,M,SUMMONED/CITED,N,UNARMED
35280,2016-03-06,21:52,FAIL TO APPEAR,29.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35289,2016-03-07,15:23,OTHER,24.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35287,2016-03-07,20:30,ALCOHOL,54.0,B,M,SUMMONED/CITED,Y,UNARMED
35285,2016-03-07,21:53,TRESPASSING,54.0,B,M,SUMMONED/CITED,Y,UNARMED
35294,2016-03-09,11:44,OTHER,18.0,B,M,ON VIEW,N,UNARMED
35297,2016-03-10,0:38,OTHER,69.0,B,M,SUMMONED/CITED,Y,UNARMED
35300,2016-03-10,8:26,DWI,27.0,B,M,ON VIEW,Y,UNARMED
35302,2016-03-10,18:00,DRUGS,21.0,W,M,SUMMONED/CITED,U,UNARMED
35321,2016-03-12,0:35,OTHER,29.0,W,M,SUMMONED/CITED,Y,UNARMED
35314,2016-03-12,1:36,DWI,24.0,W,M,ON VIEW,Y,UNARMED
35323,2016-03-12,19:23,OTHER,22.0,W,M,ON VIEW,Y,UNARMED
35317,2016-03-13,1:23,ASSAULT,44.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35335,2016-03-13,3:21,OTHER,18.0,W,M,SUMMONED/CITED,N,UNARMED
35336,2016-03-13,3:21,OTHER,18.0,W,F,SUMMONED/CITED,N,UNARMED
35344,2016-03-13,3:21,OTHER,19.0,W,M,SUMMONED/CITED,Y,UNARMED
35324,2016-03-13,3:27,OTHER,18.0,W,M,SUMMONED/CITED,Y,UNARMED
35338,2016-03-15,2:19,DWI,39.0,W,F,ON VIEW,Y,UNARMED
35341,2016-03-16,2:40,DRUGS,25.0,W,M,ON VIEW,Y,UNARMED
35343,2016-03-16,15:59,ASSAULT,33.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
35345,2016-03-17,9:06,OTHER,33.0,B,F,ON VIEW,N,UNARMED
35347,2016-03-17,11:43,ALCOHOL,69.0,B,M,SUMMONED/CITED,Y,UNARMED
35356,2016-03-18,21:03,ALCOHOL,36.0,B,M,SUMMONED/CITED,Y,UNARMED
35359,2016-03-19,6:11,DWI,44.0,W,F,ON VIEW,Y,UNARMED
35371,2016-03-22,0:25,OTHER,33.0,B,F,SUMMONED/CITED,N,UNARMED
35372,2016-03-22,21:45,DRUGS,23.0,B,M,SUMMONED/CITED,Y,UNARMED
35377,2016-03-23,18:35,FAIL TO APPEAR,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35383,2016-03-24,19:21,OTHER,61.0,B,M,SUMMONED/CITED,Y,UNARMED
35386,2016-03-24,19:45,OTHER,43.0,B,M,ON VIEW,N,UNARMED
35382,2016-03-24,19:51,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
35385,2016-03-25,1:59,OTHER,32.0,W,M,ON VIEW,Y,UNARMED
35387,2016-03-25,4:51,DWI,36.0,B,F,ON VIEW,Y,UNARMED
35396,2016-03-25,7:23,ALCOHOL,61.0,B,M,ON VIEW,Y,UNARMED
35388,2016-03-25,10:58,FAIL TO APPEAR,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35406,2016-03-26,10:27,ALCOHOL,51.0,B,M,SUMMONED/CITED,Y,UNARMED
35400,2016-03-26,19:53,DWI,27.0,H,M,SUMMONED/CITED,Y,UNARMED
35405,2016-03-26,22:56,DRUGS,24.0,B,M,SUMMONED/CITED,Y,UNARMED
35401,2016-03-26,23:30,OTHER,30.0,B,M,SUMMONED/CITED,N,UNARMED
35418,2016-03-29,4:20,OTHER,61.0,W,F,ON VIEW,N,UNARMED
35429,2016-04-02,1:56,OTHER,18.0,A,M,SUMMONED/CITED,Y,UNARMED
35436,2016-04-04,3:26,DWI,34.0,A,M,ON VIEW,Y,UNARMED
35438,2016-04-05,0:55,TRESPASSING,39.0,W,F,ON VIEW,Y,UNARMED
35440,2016-04-05,3:00,ASSAULT,22.0,W,M,ON VIEW,Y,UNARMED
35441,2016-04-05,6:22,DWI,31.0,B,M,ON VIEW,Y,UNARMED
35445,2016-04-07,7:55,OTHER,63.0,W,F,SUMMONED/CITED,N,UNARMED
35451,2016-04-07,21:15,OTHER,46.0,W,M,SUMMONED/CITED,Y,UNARMED
35463,2016-04-09,6:45,OTHER,24.0,B,F,SUMMONED/CITED,N,UNARMED
35468,2016-04-10,2:35,OTHER,18.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35472,2016-04-12,15:59,OTHER,34.0,W,M,ON VIEW,Y,UNARMED
35471,2016-04-12,22:47,ALCOHOL,47.0,B,F,ON VIEW,Y,UNARMED
35475,2016-04-13,22:00,OTHER,70.0,B,M,ON VIEW,Y,UNARMED
35476,2016-04-13,22:00,OTHER,53.0,B,M,SUMMONED/CITED,Y,UNARMED
35480,2016-04-14,15:15,DRUGS,20.0,W,M,ON VIEW,U,UNARMED
35498,2016-04-18,1:28,OTHER,43.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35503,2016-04-19,9:30,DWI,29.0,B,M,ON VIEW,Y,UNARMED
35513,2016-04-22,19:54,TRESPASSING,23.0,W,F,ON VIEW,Y,UNARMED
35515,2016-04-22,20:00,OTHER,40.0,A,M,ON VIEW,Y,UNARMED
35516,2016-04-22,20:00,ALCOHOL,26.0,W,M,ON VIEW,Y,UNARMED
35524,2016-04-23,17:37,ALCOHOL,35.0,W,F,SUMMONED/CITED,Y,UNARMED
35533,2016-04-25,21:05,OTHER,54.0,B,M,SUMMONED/CITED,Y,UNARMED
35545,2016-04-27,14:30,LARCENY,33.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35543,2016-04-27,17:09,ALCOHOL,30.0,W,M,SUMMONED/CITED,Y,UNARMED
35547,2016-04-27,17:34,ALCOHOL,21.0,W,M,SUMMONED/CITED,Y,UNARMED
35548,2016-04-27,22:18,OTHER,26.0,A,M,SUMMONED/CITED,Y,UNARMED
35552,2016-04-28,17:08,OTHER,58.0,W,F,ON VIEW,N,UNARMED
35559,2016-04-29,16:20,OTHER,55.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35560,2016-04-30,1:10,LARCENY,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35568,2016-04-30,4:18,DWI,26.0,W,M,ON VIEW,Y,UNARMED
35578,2016-04-30,5:11,OTHER,22.0,A,M,ON VIEW,Y,UNARMED
35563,2016-04-30,12:33,OTHER,27.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
35570,2016-05-01,0:51,DRUGS,45.0,W,F,SUMMONED/CITED,Y,UNARMED
35584,2016-05-02,10:30,OTHER,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,HANDGUN
35587,2016-05-02,20:30,OTHER,46.0,B,M,SUMMONED/CITED,Y,UNARMED
35593,2016-05-03,14:54,ALCOHOL,30.0,W,M,ON VIEW,Y,UNARMED
35594,2016-05-03,20:30,DRUGS,22.0,B,M,ON VIEW,Y,UNARMED
35596,2016-05-04,12:00,DRUGS,46.0,B,M,ON VIEW,Y,UNARMED
35603,2016-05-05,19:08,FAIL TO APPEAR,25.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35617,2016-05-08,0:01,ALCOHOL,22.0,W,M,SUMMONED/CITED,Y,UNARMED
35627,2016-05-09,14:47,ALCOHOL,45.0,B,M,SUMMONED/CITED,Y,UNARMED
35636,2016-05-11,0:35,DRUGS,70.0,B,M,ON VIEW,Y,UNARMED
35635,2016-05-11,1:26,TRESPASSING,33.0,W,M,ON VIEW,Y,UNARMED
35640,2016-05-12,2:50,DRUGS,21.0,B,M,SUMMONED/CITED,Y,UNARMED
35661,2016-05-14,0:25,ALCOHOL,38.0,W,M,SUMMONED/CITED,Y,UNARMED
35645,2016-05-14,7:40,OTHER,50.0,B,M,SUMMONED/CITED,N,UNARMED
35648,2016-05-14,14:14,ALCOHOL,38.0,B,M,SUMMONED/CITED,Y,UNARMED
35651,2016-05-14,14:27,ALCOHOL,68.0,W,M,SUMMONED/CITED,Y,UNARMED
35650,2016-05-14,14:57,ALCOHOL,51.0,W,F,SUMMONED/CITED,Y,UNARMED
35658,2016-05-15,1:14,ALCOHOL,19.0,W,M,SUMMONED/CITED,N,UNARMED
35662,2016-05-17,15:06,DRUGS,34.0,B,M,SUMMONED/CITED,Y,UNARMED
35704,2016-05-20,16:25,OTHER,30.0,W,F,SUMMONED/CITED,N,UNARMED
35690,2016-05-23,1:36,OTHER,48.0,B,M,ON VIEW,Y,UNARMED
35707,2016-05-27,5:07,DRUGS,29.0,B,M,SUMMONED/CITED,Y,UNARMED
35712,2016-05-28,15:07,OTHER,48.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35711,2016-05-28,16:53,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
35714,2016-05-28,21:10,ASSAULT,47.0,W,M,ON VIEW,N,UNARMED
35716,2016-05-29,16:11,OTHER,31.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35719,2016-05-30,0:20,DRUGS,18.0,W,M,SUMMONED/CITED,Y,UNARMED
35720,2016-05-30,20:37,OTHER,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35722,2016-05-31,15:44,FAIL TO APPEAR,26.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35736,2016-06-02,0:42,ALCOHOL,45.0,B,M,SUMMONED/CITED,Y,UNARMED
35748,2016-06-05,4:19,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
35767,2016-06-10,0:08,OTHER,19.0,W,F,SUMMONED/CITED,U,UNARMED
35771,2016-06-10,3:30,OTHER,31.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
35772,2016-06-10,10:00,ASSAULT,50.0,W,F,SUMMONED/CITED,N,UNARMED
35795,2016-06-13,12:31,FAIL TO APPEAR,35.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35808,2016-06-16,21:32,OTHER,57.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35819,2016-06-18,1:36,OTHER,56.0,W,M,SUMMONED/CITED,Y,UNARMED
35817,2016-06-18,9:45,OTHER,36.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35818,2016-06-18,11:45,FAIL TO APPEAR,18.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35822,2016-06-18,11:57,OTHER,40.0,B,M,ON VIEW,N,UNARMED
35828,2016-06-21,10:04,FAIL TO APPEAR,52.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35830,2016-06-21,18:56,OTHER,22.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35834,2016-06-22,22:29,FAIL TO APPEAR,52.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35842,2016-06-25,20:52,DWI,23.0,W,M,ON VIEW,Y,UNARMED
35846,2016-06-26,3:21,ASSAULT,43.0,W,M,ON VIEW,Y,UNARMED
35847,2016-06-26,20:10,LARCENY,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35849,2016-06-27,20:04,ASSAULT,37.0,A,M,ON VIEW,U,UNARMED
35851,2016-06-28,9:14,LARCENY,62.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35852,2016-06-28,16:29,TRESPASSING,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35863,2016-06-30,20:38,FAIL TO APPEAR,61.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35868,2016-07-01,17:14,OTHER,51.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35877,2016-07-02,17:45,ALCOHOL,38.0,B,M,SUMMONED/CITED,Y,UNARMED
35881,2016-07-03,8:16,FAIL TO APPEAR,39.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35888,2016-07-04,9:36,ASSAULT,28.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35893,2016-07-05,19:09,FAIL TO APPEAR,55.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35904,2016-07-08,3:52,ASSAULT,23.0,W,M,ON VIEW,Y,UNARMED
35905,2016-07-08,17:04,OTHER,22.0,B,F,SUMMONED/CITED,N,UNARMED
35906,2016-07-09,3:23,DRUGS,30.0,B,M,ON VIEW,Y,UNARMED
35911,2016-07-09,21:15,LARCENY,18.0,W,M,ON VIEW,N,UNARMED
35916,2016-07-10,17:36,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
35917,2016-07-11,1:06,OTHER,51.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
35930,2016-07-14,7:05,ASSAULT,23.0,B,F,SUMMONED/CITED,N,UNARMED
35935,2016-07-14,21:02,FAIL TO APPEAR,27.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35933,2016-07-14,22:12,ALCOHOL,51.0,B,M,SUMMONED/CITED,Y,UNARMED
35944,2016-07-16,2:35,ALCOHOL,30.0,B,M,ON VIEW,Y,UNARMED
35952,2016-07-17,2:05,ASSAULT,62.0,W,M,ON VIEW,Y,UNARMED
35960,2016-07-19,0:22,TRESPASSING,48.0,W,M,SUMMONED/CITED,Y,UNARMED
35965,2016-07-19,17:19,FAIL TO APPEAR,33.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35970,2016-07-20,20:13,LARCENY,36.0,W,M,ON VIEW,U,UNARMED
35972,2016-07-20,21:45,ASSAULT,27.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35980,2016-07-22,10:43,OTHER,19.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35977,2016-07-22,13:28,OTHER,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35976,2016-07-22,13:55,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
35983,2016-07-23,5:47,FAIL TO APPEAR,62.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
35984,2016-07-23,14:44,FAIL TO APPEAR,21.0,A,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35985,2016-07-23,16:17,FAIL TO APPEAR,50.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35999,2016-07-25,21:30,ALCOHOL,21.0,W,M,SUMMONED/CITED,Y,UNARMED
36000,2016-07-26,2:59,FAIL TO APPEAR,25.0,W,M,SUMMONED/CITED,Y,UNARMED
35997,2016-07-26,3:59,ASSAULT,30.0,W,F,ON VIEW,Y,UNARMED
36001,2016-07-26,15:14,FAIL TO APPEAR,18.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36009,2016-07-27,19:08,ALCOHOL,47.0,B,M,SUMMONED/CITED,U,UNARMED
36010,2016-07-27,19:08,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36011,2016-07-27,19:08,ALCOHOL,55.0,B,F,SUMMONED/CITED,Y,UNARMED
36023,2016-07-28,20:10,ALCOHOL,51.0,W,F,SUMMONED/CITED,Y,UNARMED
36043,2016-07-29,22:40,ALCOHOL,51.0,B,M,SUMMONED/CITED,Y,UNARMED
36034,2016-07-30,11:30,ALCOHOL,46.0,W,M,SUMMONED/CITED,Y,UNARMED
36041,2016-07-31,10:58,ASSAULT,30.0,B,M,ON VIEW,N,UNARMED
36047,2016-08-01,23:10,OTHER,56.0,W,M,SUMMONED/CITED,Y,UNARMED
36050,2016-08-02,18:04,OTHER,64.0,W,F,ON VIEW,Y,UNARMED
36056,2016-08-04,2:15,TRESPASSING,26.0,W,M,SUMMONED/CITED,Y,UNARMED
36067,2016-08-05,18:59,OTHER,19.0,B,M,ON VIEW,U,UNARMED
36075,2016-08-06,19:53,ASSAULT,22.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36077,2016-08-07,4:57,ASSAULT,51.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36081,2016-08-09,10:30,OTHER,32.0,B,F,ON VIEW,N,UNARMED
36084,2016-08-10,13:48,OTHER,19.0,A,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36086,2016-08-10,21:22,OTHER,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36092,2016-08-11,18:09,OTHER,26.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
36093,2016-08-11,21:41,ASSAULT,39.0,B,M,ON VIEW,N,UNARMED
36101,2016-08-13,2:33,DWI,24.0,W,M,ON VIEW,Y,UNARMED
36105,2016-08-13,6:08,DWI,32.0,B,M,ON VIEW,Y,UNARMED
36103,2016-08-13,6:32,DRUGS,38.0,B,M,ON VIEW,U,UNARMED
36106,2016-08-14,2:25,OTHER,25.0,B,F,ON VIEW,Y,UNARMED
36109,2016-08-14,19:25,OTHER,53.0,W,M,ON VIEW,U,UNARMED
36113,2016-08-15,9:20,OTHER,29.0,B,M,ON VIEW,N,UNARMED
36116,2016-08-15,18:05,DRUGS,55.0,B,M,ON VIEW,Y,UNARMED
36114,2016-08-15,19:04,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36117,2016-08-16,10:15,OTHER,30.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36125,2016-08-18,2:30,OTHER,20.0,W,M,ON VIEW,Y,UNARMED
36130,2016-08-19,10:58,ASSAULT,22.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36132,2016-08-20,2:41,ALCOHOL,50.0,B,M,SUMMONED/CITED,Y,UNARMED
36134,2016-08-20,15:03,OTHER,49.0,W,M,SUMMONED/CITED,N,UNARMED
36136,2016-08-20,19:33,LARCENY,54.0,B,M,ON VIEW,Y,UNARMED
36142,2016-08-22,16:15,DRUGS,45.0,B,M,ON VIEW,Y,UNARMED
36143,2016-08-23,7:46,TRESPASSING,38.0,B,M,SUMMONED/CITED,U,UNARMED
36146,2016-08-23,14:30,OTHER,38.0,B,M,ON VIEW,N,HANDGUN
36148,2016-08-24,19:30,LARCENY,18.0,B,F,SUMMONED/CITED,N,UNARMED
36151,2016-08-25,4:10,TRESPASSING,56.0,W,M,SUMMONED/CITED,Y,UNARMED
36318,2016-08-25,22:45,OTHER,24.0,W,M,SUMMONED/CITED,Y,UNARMED
36156,2016-08-26,0:45,OTHER,18.0,W,M,SUMMONED/CITED,Y,UNARMED
36180,2016-08-26,1:35,ALCOHOL,19.0,W,M,SUMMONED/CITED,Y,UNARMED
36163,2016-08-26,10:10,FAIL TO APPEAR,61.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36169,2016-08-27,8:56,ALCOHOL,57.0,W,M,SUMMONED/CITED,Y,UNARMED
36174,2016-08-27,23:10,ALCOHOL,26.0,W,F,SUMMONED/CITED,Y,UNARMED
36172,2016-08-27,23:15,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36173,2016-08-28,0:44,DRUGS,22.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36182,2016-08-28,1:25,OTHER,18.0,W,M,SUMMONED/CITED,Y,UNARMED
36189,2016-08-30,9:02,DRUGS,48.0,B,F,SUMMONED/CITED,Y,UNARMED
36191,2016-08-30,17:56,TRESPASSING,56.0,W,M,ON VIEW,Y,UNARMED
36193,2016-08-31,2:30,DRUGS,20.0,I,M,SUMMONED/CITED,Y,UNARMED
36197,2016-09-02,13:04,ASSAULT,25.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36199,2016-09-03,9:51,ALCOHOL,70.0,B,M,ON VIEW,Y,UNARMED
36201,2016-09-03,19:56,FAIL TO APPEAR,25.0,O,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36205,2016-09-04,14:16,LARCENY,44.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36214,2016-09-07,7:12,LARCENY,35.0,W,F,SUMMONED/CITED,N,UNARMED
36219,2016-09-07,22:30,FAIL TO APPEAR,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36230,2016-09-10,8:23,OTHER,33.0,B,M,SUMMONED/CITED,Y,HANDGUN
36234,2016-09-10,22:26,OTHER,51.0,B,M,ON VIEW,Y,UNARMED
36240,2016-09-12,15:41,ALCOHOL,61.0,B,M,ON VIEW,Y,UNARMED
36248,2016-09-13,14:29,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36249,2016-09-13,20:23,ALCOHOL,54.0,B,M,SUMMONED/CITED,Y,UNARMED
36250,2016-09-15,2:23,ALCOHOL,54.0,B,M,SUMMONED/CITED,Y,UNARMED
36254,2016-09-15,20:25,ALCOHOL,55.0,B,M,SUMMONED/CITED,Y,UNARMED
36256,2016-09-16,16:19,DRUGS,26.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36259,2016-09-17,11:30,ALCOHOL,42.0,W,F,SUMMONED/CITED,N,UNARMED
36260,2016-09-17,12:00,ALCOHOL,24.0,B,F,SUMMONED/CITED,N,UNARMED
36290,2016-09-18,1:26,DRUGS,23.0,W,F,SUMMONED/CITED,N,UNARMED
36268,2016-09-18,2:15,OTHER,26.0,B,M,SUMMONED/CITED,Y,UNARMED
36278,2016-09-19,22:15,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36289,2016-09-21,9:29,TRESPASSING,23.0,W,M,SUMMONED/CITED,N,UNARMED
36295,2016-09-21,19:45,OTHER,49.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36298,2016-09-22,17:00,ASSAULT,34.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36302,2016-09-23,1:12,DWI,30.0,B,M,ON VIEW,Y,UNARMED
36303,2016-09-23,11:31,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36317,2016-09-24,3:27,ASSAULT,21.0,W,M,ON VIEW,Y,UNARMED
36316,2016-09-25,0:25,ALCOHOL,21.0,W,M,SUMMONED/CITED,Y,UNARMED
36319,2016-09-25,21:11,DRUGS,34.0,B,M,ON VIEW,Y,UNARMED
36327,2016-09-29,22:28,DRUGS,19.0,W,F,SUMMONED/CITED,N,UNARMED
36341,2016-10-02,3:15,OTHER,21.0,W,M,ON VIEW,Y,UNARMED
36344,2016-10-02,14:56,ALCOHOL,27.0,W,M,SUMMONED/CITED,Y,UNARMED
36349,2016-10-02,21:23,OTHER,30.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36351,2016-10-03,15:38,FAIL TO APPEAR,37.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36370,2016-10-10,15:13,ALCOHOL,61.0,B,M,ON VIEW,Y,UNARMED
36374,2016-10-11,11:36,DRUGS,54.0,B,F,SUMMONED/CITED,Y,UNARMED
36376,2016-10-11,18:22,ASSAULT,38.0,B,M,ON VIEW,N,UNARMED
36382,2016-10-13,10:39,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36386,2016-10-14,21:39,ALCOHOL,23.0,B,F,ON VIEW,Y,UNARMED
